brand,text
GFlock,Great clothing store with a lot of designs. In house parking is so small but there's a public parking space available nearby. Dinesh Kaphoor (TDE)
GFlock,"Good Place, not much variety to buy its the same old clothes they stitch with faded designs. Serena Fernando"
GFlock,Love the dresses I bought :) Anu Pathirana
GFlock,Ladies never tired of shopping at Gflock :-) . Very nice collection for the ladies who looking for unique and trendy clothes. But online service not recommend due to delay issues. Manjula Peiris
GFlock,Nice collection of dresses they have... Pubudu Harini Ridmi Wijethunge
GFlock,Trendy place for clothing. i just happened to visit there and they have created a good environment fixing woofers everywhere. good vibes! Aur whyz
GFlock,"Prices were not high as expected... The staff was not much active, But there was a lady assistant which helped a lot afterwords.... 😀 - note- I went with my friend it was not me who bought the frock. Gayan Kulatilleke"
GFlock,Only music and hype. Unprofessional staff - kept poking dresses on to the wary same shelves we were going through. No excusing not even noticing. Probably untrained and/or under paid. Would not recommend. Samurdhi Withanachchi
GFlock,A good clothing collection for office ladies. Nothing much for Gents. Few shirts and denims only. Location is crowded with after office ladies. Vinod Dilshan
GFlock,Really good place for women's clothes but gents' section needs to have more...Price is kind of high and the quality also good... Janani Sankalpana review
GFlock,"The place was good. They had a good collection But now they have reduced the quality of their clothes and they Do not have large sizes like 14UK, 16UK Dilruk Kannangara"
GFlock,One of the best clothing stores. They've got a good range of clothing. Kinda unique patterns. One of my favourite places to shop. Thimitha Gamage
GFlock,Good collection of ladies clothing. You will find long fit on queues if you visit gflock in a holiday. Usually a bit crowded. Ashaka Alankara
GFlock,"Good fashion store, but very unprofessional staff members who act like kindergarten kids. Easily one of the worst customer services I have ever experienced. Shiraj Morugama"
GFlock,Whent to buy a frock for my daughter. The place is very nice. Price is reasonable. There are varied items. Menaka yk
GFlock,Yeah they have good collection of clothes and I liked the place a lot. Good customer relationship.. Jayod Danthanarayana
GFlock,A leading clothing store with contemporary designs. They brand their own clothing and they do online sales and delivery via their website. Nadeeka Munasinghe
GFlock,"Why do u add Gents clothes? For the guys to hang around while their girls swim through ladies stuff? Bad idea. You could have added more ladies clothes guys. Coz Gflock is already a feminine brand. So do you think I would be proud to say ""I bought these jeans from Gflock :D Gaya Chan"
GFlock,Good location for ladies to do their latest trendy cloths and accessories shopping. How ever the latest collection of men's clothing is too expensive. Pubudu Samaranayake
GFlock,Good quality ladies wear. They do have limited gents wear also. Value for money with relatively good quality. Danushks Kumara
GFlock,Good clothing store for women's. Like the uniqueness and the designs. Parking space is limited and not enough. Thilina Medagama
GFlock,One of the best shopping place for ladies. Have high priced quality ladies wear. Stocks finishes very soon. Crowded place Ranga Dewasinghe
GFlock,One of the best places for ladies ware in town. They extended there clothing stores recently. Services is good too. Prasanna Priya
GFlock,Nice place to shop for women western wear if you're size is medium and less in Indian clothes. Gavindu Dileepa
GFlock,Well one of the busiest place in town for ladies Wear. Limited parking. Highly recommended. Good customer service. Heshan Upasena H
GFlock,Variety of ladies dresses available for a reasonable price. Many designs.
GFlock,Love the collection always! Tamara rocks the collection..
GFlock,One of the busiest clothing shops in the area. Has items for both men and women. (Mostly for women) Sekha Gunasekara
GFlock,One of the finest place to buy dresses in CMB. Prices are reasonable and they have a better choice in clothing. flour hut
GFlock,Great clothes.. But online service is not at all responsive. No feedback even after week of waiting. No response for emails or calls. Disappointing D. A. Perera
GFlock,Only women's clothes are available. Have a good collection though with a bit scaled up price tags. Mihiraka Wijesinghe
GFlock,Excellent collection of latest and fashionable clothes for women. Its convenient to buy a good cloth without time wasting. Ramindu Thivanka Jayasuriya
GFlock,One of the good place specially for ladies wear. Evenings are pretty crowded with office staff. Moderate pricing. W.M.A.S. WIJESINGHA review
GFlock,They good nice clothes must check out Dhinuth Silva
GFlock,One of the best clothing stores in Sri Lanka. Has a lovely collection of dresses. Roshika Gunarathne
GFlock,They have many unique dress designs and all dresses are neatly completed. Highly recommend. Devinda Bandara
GFlock,A good place to buy clothes. Specially for the ladies. Customer service is also very responsive. Shanaka Lakshan
GFlock,Good place to buy clothes for women. Parking facility is horrible. Better to go on morning. Very crowded and busy place. ConnectingLk Studios /
GFlock,"Nice and fashionable clothes avalable for ladies and gents.price is little bit expensive,but valuable. Waj484 review"
GFlock,Uniqiue dresses for girls and ladies. Prices are comparely high but nice and unique fashoinable dresses available. Balan Kanesh
GFlock,Very good New arrivals every week.lot of choise.Good collection for ladies. If you visit you can make your pockets empty. Shaheem Shukry
GFlock,Service is good as you guys changed the dress which the meterial is not good after the compliant arose.. good company even price is high service is more than five star Lakna Paranamanna
GFlock,One of the best places to buy women designer clothing. Limited parking. Nice collection. Gayani Gamage
GFlock,Very popular among ladies for office wear and dressers. Prices is too high but its uncommon. Sasanka Samaratunga
GFlock,My favourite place to buy clothes. Love it. Fashionable wears day to day wear and office clothes. Dilan Shone
GFlock,Good collection of clothes for a fair price. They have a dedicated parking space Akanksha Singh
GFlock,One of the most elegant cloths collection for girls Adrian Corera
GFlock,Nice place and nice staff 😊😊 there are so many beautiful dresses to choose and I only wear GFlock trousers Priyankara Dharmasena
GFlock,Good place for quality clothes.. you can get many kind of plants for free ;) Jee Perera
GFlock,One best out of the few clothing outlets in colombo. Love every single visit there Dewnika Mathew
GFlock,"A variety of frocks , dersses and blouses, office wear are in store, new designs, staff is very helpful, prices are reasonable Rakibul Alam"
GFlock,Good place for ladies outfits. My wife is a big fan of this shop. Ravindu Hasantha Naulla
GFlock,A great place to buy high quality goods. There are various pieces of clothing here. Brinthapan Parathan
GFlock,One of the best clothing store for ladies. Reasonable price and good quality
GFlock,Awesome Place. Good Collection. Fair Prices. Good Quality. Highly Recommended. Ashen Perera
GFlock,Very good service and excellent choice of clothes. A bit pricey. Ajith De Silva
GFlock,Good place for women's clothes. Chinthaka Samaraweera (Chinthi)
GFlock,Wow really best place to buy fashionable clothes for women and men too. Lanka Sri Lanka
GFlock,Good collection of clothes available. Prices are from mid range to expensive. ganga wickramasinghe
GFlock,Superb.. lots of valuable clothes is there...my favourite..... vijai herath
GFlock,"Good collection ,wide range of modern fashion. reasonable price charith jayathilake"
GFlock,"Popular clothing store, there's a small collection of gents cloths as well. Jerome Visvakula"
GFlock,Good collection!! Superb. Friendly staff but need more parking space Michelle Henricus
GFlock,Super place.. not just fashion but nature lovers too.. grow a plant is their motto. Thisaya Senanayake
GFlock,Available mens and ladies dresses Good collection Good quality Sandun Fernando
GFlock,Awesome dresses for girls. Prices also reasonable. Slunkan
GFlock,Great place to buy new fashion great people Nirusha (Nirusha)
GFlock,There are really good pieces of clothing for ladies.. Malintha Ranasinghe
GFlock,"New Best customer service, today I called the nugegoda branch for purchase some frock for party then after phone conversation they send it within hour. They coordinated with me very well. Thank you such a wonderful work GFlock Nugegoda (owner)"
GFlock,"GFlock Nugegoda (Gangodawila) close to Delkanda junction is my favourite place to shop for clothes. Why ? Because the shop is beautiful and spacious, their display is the best and the staff are simply adorable, not forgetting to mention great designs and fabric. They have the BEST GFlock team, and they support each other excellently well and yes indeed, they are a happy lot. Such employees give their customers a great service, and naturally, brings in good business. Well done GFlock Nugegoda! GFlock Nugegoda (owner)"
GFlock,My favorite clothing shop in Sri Lanka. The quality of the clothes and the design are great. I’m really impressed with their designs and styles. Piyumi Premathilake Piyumi Premathilake Piyumi Premathilake Piyumi Premathilake Piyumi Premathilake Piyumi Premathilake Piyumi Premathilake Piyumi Premathilake Piyumi Premathilake GFlock Nugegoda (owner)
GFlock,"A premiere clothing store at Delkanda, close to Delkanda Junction. There are various styles and designs of garments and dresses available for ladies, but when it comes to gents-wear, the options are limited. Adequate parking space is available in front of the showroom and couple of slots in the basement. Be careful of you are parking in the basement as there is a chance for falling down from its ramp as you may feel to turn left as soon as you see the available space! Trust, the management will review this hazard and take an action for the same. Vikasitha Ranasinghe"
GFlock,Gflock has some nice collection of women's wear. Parking available. Card payments accepted. Washrooms available. Vikasitha Ranasinghe Vikasitha Ranasinghe Vikasitha Ranasinghe Vikasitha Ranasinghe Vikasitha Ranasinghe Vikasitha Ranasinghe Vikasitha Ranasinghe Vikasitha Ranasinghe Vikasitha Ranasinghe Roshanara De Silva
GFlock,"Love shopping here as the boys are so very helpful. Thivanka is wonderful and has a great sense of fashion too, he would even tell you if a particular design would suit you. He's excellent as Manager (if he's not yet appointed). GFlock Nugegoda (owner)"
GFlock,The clothes were great and they had a good collection. Some of them are not exactly good quality. Are not all size inclusive. Most of the plus sized clothes were not fashionable. Great atmosphere! Go to place for Trendy wear if you're a size S-XL. GFlock Nugegoda (owner)
GFlock,Gflock is the best clothing brand in Sri Lanka. Their customer service is excellent. Quality and value for money is higher than other. Flexible and friendly customer service. Specially thank for Ms jenny❤️❤️ GFlock Nugegoda (owner)
GFlock,"The service was great , however I was limited with very little choice as the size I was looking for (UK ) in the dresses of my choice was not available . Quite disappointed with availability. Nethmi sahasra review"
GFlock,"The clothes have the best and most beautiful finish, and the staff is very nice and treats the customers well. I especially want to mention Thilon. He treats the customers very well.Thank you Gayathri Harshika"
GFlock,The customer service provided by Enosh is exceptional. His enthusiasm and commitment to ensuring customers receive the best clothing options are truly commendable. Thank you for your outstanding service. Dishaawa
GFlock,"Enosh, thanks so much, your a great staff. star service ♥️. Keep it up. Girls if you need to find any clothes go to him GFlock Nugegoda (owner)"
GFlock,I went to gflock to buy a dress for my wife for a function.anyhow we were looking around there was this sales person called Enosh he was able to find the right dresses we were looking for off the shelves he was such a help and supportive. highly recommend this outlet 👍🏻 Vimukthi Deshan
GFlock,"Amazing customer service. I was looking for a specific dress in a rush and staff went for an extra mile to check with the store delivery to makesure I would at least get an update on the availability on the same day. Convenient store location. However, need more parking space. Maintains the standards of the store brand. Tharushi Kavindhya review"
GFlock,They have a good mens collection and Very good customer service. Thanks to Enosh I was able to shop and find my outfits without any stress. thusitha weerasinghe
GFlock,"I have ordered and received several items now, and i have to say i am in love with this store!!!! Everything I have received fit perfectly and is good quality.. So if you go to gflock at nugegoda branch especially krishni was so genuinely helpful,She went out of her way to call other branches, checking for size availability of the dress we wanted, making sure we have the right contact information, Krishni , You're really good at focusing on what customers need and require. You have a real instinct to understand your customers. Good work! I'm really appreciate your great service... 💯♥️ Suhansi Fernando"
GFlock,Very poor service and they are acting like they are the one who paying for our purchases… Don’t order online if you not sure about the size or you don’t fitted on it before… Or don’t purchase for gifts as they unlikely to refund… Only buy if you don’t have any urgency to wear… I went their to exchange the same product due to over sized which is ordered online and received before days by my girl friend… wasted my time and money as I had to drove to different route to go for re-purchase… DINESH MADAWALA
GFlock,"I visited GFlock Nugegoda in last week, The store offers a variety of casual wear for both men and women, However, Specially I have to mention their customer service, The staff was really good and supportive. Special thank gose to Thiwanka. And Monisha also who is talented employee at GFlock at Nugegoda, Thanks a lot for your kind support to find the product."
GFlock,Very ffriendly customer service. Specially Janesha helped to find the correct size & trending pieces. Collection is better than the main outlet in Colpitty as more sizes were available. Theshan Kalhara
GFlock,Worst online stall ever. It’s more than month Since I returned my items. No feedback until I called them today. And they said they will dispatch it today. Funny thing is they only send it for quality inspection after we make pay for the item. And that means they make us to pay for the items which are not good for sale. That’s something we don’t expect from gflock. Also once purchased they don’t allow us to exchange. Only a size exchange is allowed and if the size are not available then it’s over. You have to use the frocks that you purchased by paying in thousands may be to make pillow cases.because they don’t refund/give stall credit or allow us to but another product from that. They just said if the sizes are not available from the same design then they can’t do anything about it. I’m a regular online buyer and sad to say this is the only place with such a poor customer care!! Guys don’t get trapped in to their online stall where they take your money first by showing poor quality garments which are not suitable for sale and they they won’t allow you to exchange or refund. Pathetic!! Pamunuwa garment stalls are way better than you!! Shame on Gflock!! Kushmitha Selvaratnam
GFlock,A great selection of office and casual clothes is there GFlock Nugegoda (owner)
GFlock,Excellent atmosphere and nice collection of women's wear !!! GFlock Nugegoda (owner)
GFlock,""" I am highly recommend Gflock Nugegoda. I was completely impressed with their professionalism and customer service. Nugegoda staff is not only friendly but also highly helpful to choosing correct styles. Thank you so much ❤. See you again "" Thaarangani Manivannan"
GFlock,Good collection there but price hits sky sayuri perera
GFlock,"Helpful staff. you always have to be updated on the date of collection out as the sizes , will always be out of stock. Quality Material, quality designs and always a quality finishing... Virginia Amarasinghe review"
GFlock,Had a superb shopping experience..friendly staff and very helpful ..lovely collection..❤ Errol Randy review
GFlock,Today I visited to delkanda branch and they had a nice collection.they do really good cus service and have nice smile face on everyone. Excellent ❤️ Meliza Senevirathna review
GFlock,We went to the Nugegoda outlet to get exchanged a dress bought from Kolpity outlet. They said it’s not possible. So we had to go all the way to Kolpity. Very stupid. Anushki Thambyah
GFlock,Very friendly and helpful staff..very good place to visit..they have nice collection and unique varieties..
GFlock,"Great hospitality, Enosh guided us so well to get my dresses. Nisini Thehara"
GFlock,Very good place for exclusive and high quality clothing. The shop atmosphere is very good. Amandi Niwarthana Weerasinghe
GFlock,My go to place for all the fashion needs ! Highly recommended. shashini subasinghe
GFlock,Nugegoda Gflock.. Less crowd.. You have more space to do shopping.. You get similar collections. Roshini Dissanayake
GFlock,"The selection of clothing is limited, making it tough to choose. Hopefully the range will increase. Deshani Aravindi"
GFlock,The quality of materials used to make the clothes is superb piumi wathsala
GFlock,"Be careful, Lost of damage dresses in Nugegoda branch. hashini gajadeera"
GFlock,Nice place and nice clothes made in Sri Lanka Mahesh Perera
GFlock,Best fit. Best styles Shani Wickramasinghe
GFlock,The frocks collection is not enough.. It would be good if there were more designs. Chathura Jayasinghe
GFlock,Popular ladies online store. Nice collection of dresses but worth for price.Friendly staff. Slightly following COVID safety regulations. Parking spaces avialble only for vehicles. Can recommend Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Gayan Chathuranga Shandika Isuru
GFlock,Regular brand for me ! Visited after so long time. This time they delivered crew neck & polo variant new collection with amazing colour collaboration. Due to late visit sadly missed the my size of some colours. But Could found some colours from desired size & tried Beige colour. Fabric was amazing & breathable. True to fit size. ☺️ Regular brand for me ! Visited after so long time. This time they delivered crew neck & polo variant new collection with amazing colour collaboration. Due to late visit sadly missed the my size of some colours. But Could found some colours from desired size & tried Beige colour. Fabric was amazing & breathable. True to fit size. ☺️ Navin Perera (Travel Review SL)
GFlock,This is their new outlet located in Pelawatta. Has a fairly decent range of clothing/dresses but comparatively less than the one at Colpetty. Certain dresses had no sizes in store. I felt that the store was kind of overstaffed (most of them staying at the ground floor) while only one staff member was in the first floor. There are about fit-on rooms ( in the ground floor and in the first floor). Items are somewhat pricey. They have a range of clothing for gents as well. Navin Perera (Travel Review SL) Navin Perera (Travel Review SL) Navin Perera (Travel Review SL) Navin Perera (Travel Review SL) Navin Perera (Travel Review SL) Navin Perera (Travel Review SL) Navin Perera (Travel Review SL) Navin Perera (Travel Review SL) Navin Perera (Travel Review SL) shashini dilki review
GFlock,"Great collection of dresses, pants, denims, skirt, blouses, T shirts. Elegant looking dresses available. Friendly staff. Sithumi Piumika review"
GFlock,"I had an excellent experience shopping at the GFLOCK Palawatta store😊😊😊. The staff was extremely kind and attentive from the moment I stepped in. I was in a hurry to buy a dress for the next day's function, and I entered the shop at the last minute, as it was about to close. However, the staff offered their help without being overbearing and opened the shop till I found a suitable dress for me., and they took the time to understand my style preferences and even suggested a few options that I hadn't considered but ended up loving. Their product knowledge was impressive—they knew exactly which sizes and styles would work best for me, and they made sure I was comfortable and satisfied with my choices. The checkout process was swift and easy, and I enjoyed all the help they offered. You rarely encounter such friendly and elegant service. I will definitely comeback and recommend this store to everyone. Kudos to the excellent staff, especially Bhawani and Nadeera, for making my shopping experience so joyful! Tharushi Nethmini review"
GFlock,Well arranged store and clothes are rich in quality. The downside is there's not enough fitting rooms which causes a long wait to fit on. Dinuka Lankaloka Dinuka Lankaloka Dinuka Lankaloka pasindu piyumal
GFlock,"GFLOCK Clothing has become my go-to place for all my fashion needs. I highly recommend this store to anyone looking for trendy and affordable clothing in Sri Lanka. Keep up the great work, GFLOCK! shazzana hamid"
GFlock,"I am writing to express my disappointment regarding my recent visit to your Pelawatte store. As a loyal GFLOCK customer for the past ten years, I have always appreciated the quality of your products and the service provided. However, my experience during my latest visit was notably unsatisfactory. On this occasion, I felt that the staff's attitude towards me was less than welcoming, and their behavior made me feel as though I was a burden. While I understand that first impressions can be influenced by appearance, I would like to emphasize the importance of treating all customers with respect and courtesy, regardless of their presentation on a given day. I kindly request that you address this matter with your staff. It would be beneficial for them to receive training on maintaining a professional demeanor and ensuring that all customers feel valued and respected. Judging a customer by their appearance is not conducive to a positive shopping experience and does not align with the high standards of customer service that I have come to expect from GFLOCK. I hope that future visits to your store will reflect the level of service that has earned my loyalty over the years. Anuradha HPT review· photo"
GFlock,"I was really disappointed with the fitting rooms. I went with my girlfriend, and she tried on a dress. The security lady near the fitting room didn't allow me to check how the dress looked on her. What's the point of having fitting rooms if we can't see how the outfit fits? NOT RECOMMENDED AT ALL! Vidhusha Gunasekar review"
GFlock,This was the first time I went to their battaramulla store. It was smaller than expected. They had a limited selection of dresses. The staff is helpful and overall a very pleasant experience. It has a few parking spots upfront which is convenient. It wasn't very crowded like their kolpity showroom. chamila kotambage review
GFlock,"Gflock is my favourite local clothing brand. And the Pelawatte branch is my go to branch for all my clothing purchases. The staff is very friendly and supportive. I usually go through their page n reserve whatever pieces I wish to purchase. Their staff of course my special thanks goes to Kevin since years n years he’s giving a superb service, helps to reserve the pieces just one txt away. And of course I grab them on my earliest. Have to mention that we do not have much space inside the store but im okay with that as long as I do selection on their page n visit the store to put on n buy them.. since i do not have much time to go through a store physically. Plus the dresses are perfectly fit for any occasion, currently im on an overseas tour n my luggage is almost full with Gflock’s clothes. Yeah I highly recommend this as their dresses are rich in quality as well the appearance. Thanks Kevin n GFlock pelawatta team.. Imali Udeshika review"
GFlock,"Very disappointed about the gflock online service & also the delivery service.I have ordered some sale items on 13th july.After days I emailed them no reply so, I talked to the online customer service, then they told me couldnt complete my order bcuz items hadn't available at that moment.their reason were due to the technical problem,even not available items are showing on the website.But they hadn't inform it until I ask them.I replaced items again & no response in days.I have to call again & again by myself to check my order.after all of that, today (23rd july) morning a delivery guy called me & I clearly mentioned the direction.Its not difficult.But in the evening when I call him he said he couldnt find the address 😖.so he'll come tomorrow🙄..not going to buy again your products.please consider about the customers orders. Anupama Perera"
GFlock,"I recently had the pleasure of interacting with Kevin, Arun, and the team at GFlock, and I must say their customer service was exceptional. They were incredibly professional, knowledgeable about their products, and always approachable. They efficiently addressed all my queries, ensuring a smooth transaction. Moreover, they resolved a minor issue promptly, demonstrating their commitment to customer satisfaction. Overall, my experience was highly positive, and I would recommend GFlock to anyone seeking outstanding service."" Kalana Prasanka"
GFlock,Spacious Gflock branch. Has a good collection. Staff is friendly and helpful. Has got clothes for both men and women. Less selection for men. Kalana Prasanka
GFlock,"They do have a nice collection of women's clothing and I used to be a regular customer. However there was a power cut while I was there last week and gflock pelawatte had no backup power source, I waited there for about 15min and left the store. I would have expected better from a local high-end store like them. Utterly disappointed. Vindya Yapa"
GFlock,"Last week, I visited the Pelawatta branch of Gflock and tried on a number of outfits. And even though I frequent the store, they assumed I was trying to steal clothing. Whenever I visit, I usually make a purchase of clothing. I would advise my friends not to shop at this store and they lost a regular customer as well. They also provided extremely poor and disappointing customer service. They have no idea how to handle clients. I would advise anyone not to use this Pelawatta branch.Very disappointed❗️❗️❗️ Mirko Kavisha"
GFlock,"I buy all my day to day trousers and shirts (casual, partywear) here because only they have clothes that have a good fit for me. Highly recommend their clothes specially if you are slim and tall like me. Great quality and finish as well."
GFlock,"This is a nice place to buy any kind of fashionable wear,there are huge collection ,friendly staff,specialy Nadira has given the big support with warmly welcome . Shamanie De Silva"
GFlock,Love this clothing store. Quality clothing but expensive 👍 Uwani Perera
GFlock,This store contains a vivid range of collection and the staff is super cool and helpfull. ❤️ Ashinsanie Weerasinghe
GFlock,Gflock is my favourite local clothing brand. And the Pelawatte branch is my go to branch for all my clothing purchases. The staff is very friendly and supportive. Special thanks to Arun at the Gflock Pelawatte branch for the friendly customer service provided. Sithija Kankananpathirage (Citii)
GFlock,Really nice clothing store. Amazing designs and quality is really good. I think one of the best brands in Sri Lanka. Definitely I will go there again and again and again. Really love there collections. Special T shirts. Looks unique. Materials are superb and the quality also gooood. Highly recommend this place for everyone. Yomal kulathilake
GFlock,Place is a bit small but they got a really nice collection for women. Recommend it. Yomal kulathilake Moshan Bandara
GFlock,"Convenient retail shopping for mostly casual outfits, and for Ladies there are formal wear as well and one of the leading trend setters in fashion industry. Friendly staff and spacious and modern interior. Vihan Wathsara review"
GFlock,"Quality and unique clothes for men as well. They have limited but worthy collection of shirts, t-shirts, shorts. This isn’t their main branch but having the same collection. Linen and cotton only and mostly slim fit. Ample parking available in front and behind the building as well. Shihara Iqbal"
GFlock,Opened relatively recently this outlet at the heart of Pelawatte has had great success. Two floors of clothing both mens and ladies are available in a contemporary atmosphere. While their selection is not extensive there is a sense of style with chic smart dressing options. They had a surprising good selection of linen wear. There is ample parking at the rear of the property so don't stress to park upfront. Staff is friendly and helpful. Làl L
GFlock,"Really happy to be a customer of GFLOCK. They have a wonderful collection. Doesn't matter whether buy online or from outlets, the garments are nicely fit to me, as per their item description and size guid. Outlet staff is very polite and supportive. Fully satisfied with GFLOCK.❤️ Prabath Vidanage"
GFlock,"Gflock is a modern, ladies and gents wear shop located in Pelawatta. Great location with parking and three storied building but inside is little cramped out. selection is very good, helpful staff and trendy music. ## Update - They allow in store shopping now but be aware you can't fit on and check clothes before you buy due to COVID- situation. After you buy no cash refund but possible to exchange. Nimz Diaries"
GFlock,Shopped there feb 20th and lost my earring. I’m sure it felt while I’m trying dresses. Try to call same day and today many times but every time I tried put on hold for while and automatically disconnected. I tried other locations too it was the same. If the phone lines not working why it’s display on websites. Please upload working number. I have no complaint other than that Very friendly helpful staff. Upeksha Maduwanthi
GFlock,I have ordered a frock and it’s not fit for my size but I ask to change there was not available the size then I ask to refund the money or gift voucher but they refuse. And also now it’s more than one week they did not sent any one to courier back the item to them.Very bad after service . Mahesha Jayasundara
GFlock,I always love this clothing store. And visits regularly. New designs will be over as soon as they publish. So you have to hurry or ill miss them. Expensive but good quality Anoja Rodrigo
GFlock,Vast stock allows to choose different styles. Helping staff is there to support and even make some suggestions. Well organized which makes the shopping experience better Zihan M J
GFlock,"Location : Branch in New Parliment Road. battaramulla. Multi storayed building wth each floor dedicated for Men, Women and kids. New and fasionable clothing. Mid to high range in price. Uniq collection specially for women. Service is ok, but can improve. Parking only available on the street without dedicated security. Counters are fast and active. Well if you want access to the changing room there is a bit of a wait. Overall good place to shop for the whole family KC Sirimanna"
GFlock,They have to the worst exchange policy.when you buy some garments online you should get the chance of exchange 8f the customer is unhappy of the product.this can be very likely to happen as customers order just sent some model wearing it. GFlock do give exchange facility but it is very unrealistic for customers. everything happens through courier services. they should be implement the method used by odel.any customer regardless of online or in-store can walk into their exchange counter and get the replacement. Uditha Jayawardena
GFlock,"This branch is great! Not like the Kolpity one. The staff here is very friendly and serve customers well. Kolpity branch staff is very rude, unfriendly and the store also has a limited collection. Samindhi Unamboowe"
GFlock,Too crowded. Good collection. There is no backup plan for the power outages. People's stuck inside because of the electric door. Overall good outlet. 👍 Achira Abeysinghe
GFlock,Fasion store for ladies wear and batthramulla brach is quite sall but have many different styles. There are fit on rooms available hear. Dresses are in bit expensive ranges. Pasan Nanayakkara
GFlock,Our first visit was very present.. wide range of clothing to select. Very friendly and helpful staff... Also staff very good @ upselling :) ... Ayodhya Pathirana
GFlock,Extremely DISAPPOINTING about staff service. I have inquired about a trouser size which is not available in pelawattha branch. And I asked to check it in main branch. They said the same. But when I go to the main branch the size was available and there were many colors also. Madhushi Perera
GFlock,"Five stars for the ladies collection. We visit the place every now and then, somehow my wife never leaves the place empty handed. My story is different though... Tara Pannila"
GFlock,It's been hours since I've been here and my girl is still trying to decide between two different colors of the same blouse please send help I can't take this anymore asdfghhfkfkgkfjf - stars for comfortable seating options. Harshana Rathnayaka (ⓗⓐⓢⓗ)
GFlock,One of the best places in Colombo to buy some new trendy clothes! They have an amazing collection. NISHANTHA THENNAKOON
GFlock,"Good place to buy ladies wear. When comparing with the kolpity branch this place is bit small, but has the same items.always recommend Kasuni Nelumika Mettananda"
GFlock,Good decent collection of ladies clothes and accessories. Also friendly and supportive staff. Has enough parking. Ishini Gunasekara
GFlock,"I really like the friendly staff there plus there're so many nice,unique clothes to buy 🤞 Isuranga Dissanayake"
GFlock,Various designs to select. Modern clothing store. Parking available front and back. Accepted cards and cash payments. Indika Perera
GFlock,Women love the place. Great collection of clothes. Suggest to drop by and have a look at yourself. Heshika Madhuwanthi
GFlock,They are properly changing the styles and they have understood the trend of youth..Superb place for shopping...Reasonable pricing and quality is also good . Bandara Liyanarachchi
GFlock,"Was first time at your store, good collection, loved it, will visit again soon. Dhanushka Jayasinghe"
GFlock,One of the best places in Sri Lanka to buy branded apparels. Good quality clothes. Priyanka W
GFlock,Lots of nice workwear blouses available. COVID- safety precautions satisfactory. Emesha Pinto Jayawardena
GFlock,Shirt sizes differs from design to design.make sure you check thesize of the design you are going to buy. Yashodini Hewage
GFlock,Range of attractive women's fashion wear on nice price. Friendly staff.. Sasanga Ramanayaka
GFlock,Good collection ...as well as prices 😊😊 Anjana Wickremaarachchi
GFlock,Nice collection. Trial rooms are not open due to civid issues. Lakmali Hemachandra
GFlock,Best place to buy dresses. Good customer service Radhiya Thabreezz
GFlock,Always always find somthing simple but classy to wear and staff are super helpful mirusha ranaweera
GFlock,You can find good office wear. Love their designs Hussain Asthar
GFlock,Nice collection of ladies and gents wear. Helpful staff.. supun Fernando
GFlock,Nice & beautiful clothes but not enough size options Manula
GFlock,A wide range of attire suited specially for ladies!! Love the frocks! Bineth T Liyanage
GFlock,Prices are affordable and the dresses are unique. Hansi Dananjana Welivita
GFlock,Best place u can buy linen clothes Adith Athapattu
GFlock,A Nice collection of dresses and a helpful staff Denuwan Chirath Gunasekara
GFlock,"In fashion industry , One of the unique sellers on the island sachini goonetilleke"
GFlock,Fair amount of women's clothing were available. sumudu warnakulasuriya
GFlock,The dresses were very neat and it is worth Muditha Manori
GFlock,One of the best shop for buy unique frocks..... vasana Dewage
GFlock,Good quality of clothing. Crowded in weekends Luckshani Perera review· photo
GFlock,Have best outfits to buy.. love it Hashvini Veerabahu
GFlock,Had good collection of formal wears Sanath Vitharana
GFlock,Good quality fashionable clothes store Kithmini Kuruppuarachchi
GFlock,"Vast collection , very friendly staff. Sumedha Sandaruwan"
GFlock,They have wide range of collection to select from warren dehoedt
GFlock,So many new fashions are available manori kariyawasam
GFlock,Best place for woman clothing.... Bee Perera
GFlock,Should expand the collection. But great Ravlan Sam
GFlock,Nice collection of clothes. Life is Good shade
GFlock,Good clothes but too costly Sasanka Ranasinghe
GFlock,Expensive but quality clothing suresh dedigama
GFlock,Nice Place for quality clothing Akalanka Yapa (Akalanka)
GFlock,"Attractive frocks for ladies, so colorful S j"
GFlock,Great collection an value for money Rehan Shah
GFlock,Best Women Clothing Outlet Rohan Mahalekam
GFlock,Super place to buy your frocks... Lakmali Joseph
Jezza,"I have been buying from Jezza since they started off. I have found the perfect work wear at Jezza which are modest and at the same time, stylish.. I should mention about the staff at their flagship store in Dehiwela, they are friendly and helpful, particularly Shaira who welcomes me with a bright smile and be there to help till the end. Hope Jezza continues to keep up with my expectations!"
Jezza,"I found the fit a little loose around the bust, which wasn’t very flattering."
Jezza,"Place is Near to Old Williams Mills, and The Brand is almost a Rich brand for Ladies Fashion. Rich in Design and quality also little expensive while compared to other local brands , Good customer service , clean place Mohammed Mumthaz Mohammed Mumthaz Mohammed Mumthaz 1"
Jezza,Little bit expensive but got good collection of designs to select from.
Jezza,Very nice dresses i like Jezza dresses 1
